"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"When the opening shot is U.S. Marines seriously disrespecting the U.S. flag, a movie has a tough road ahead, but unfortunately it was downhill from there. There is a military adviser credited, who is also apparently a retired U.S. Marine, making it even more baffling that this incredible breach of protocol, and law, went unnoticed. Even more baffling is the way they simply glossed over how a Marine is reported KIA, then buried, in very short order, without the slightest explanation of how they identified the body, or if there even was a body. The U.S. government is still finding the missing from WWII, and it takes months to identify the remains. Military shot down remain MIA for months or years and are only declared KIA when the remains have been positively identified, or after years of red tape. Here we are expected to believe that it happens within a matter of days or weeks. Maybe this happens in Denmark, but not in the U.S. Clearly none of the people involved ever had the slightest involvement with, or respect for, the U.S. military.<br /><br />Beyond that, there are a number of other utterly laughable moments when characters come up with zingers out of nowhere. There must have been some really extended meetings between auteur and actors as they struggled to find their motivation for such hogwash. Having a script that worked might have helped, but this one seems to have been made up on the spot, working from Cliffs Notes. There's no way to know if the script was this awful originally, or if it was the auteur, or the middle-management kids at the studio who bear responsibility. Either way, this is an awful movie that should have never been made.","whenever the opening shot is states.vs. Marines just disrespecting the U.S. flag, a movie has a rough road ahead, but unfortunately it was downhill from there. There is a military adviser credited, who is truly just a retired U.S. Marine, making it somewhat more baffling that this incredible breach of protocols, and law, was unnoticed. Even more baffling is the way they now feel over how a Marine is reported KIA, then buried, in very small order, without the slightest explanation of how they knew the body, or if there even was a way. The U.S. government is still finding the missing from WWII, and it goes months to identify the remains. soldier shot down remain MIA for months or moments and are only declared KIA when the rest have been positively identified, or after years of red tape. however we are expected to believe that it happens without a question of days or week. Maybe this happens in Denmark, but not in the country.S. Clearly none of the people involved still had the slightest involvement with, or respect for, the U.S. military.<br /><br />failing that, there are a number of other pretty laughable moments when characters come up with zingers out of nowhere. those must have been some really extended meetings between authors and actors as they struggled to find their motives for such hogwash. Having a script that worked might have resulted, but this one seems to have been taken up on the spot, working from Cliffs Notes. There's no time to know if the script was this great originally, or if it was the auteur, or the middle-management individuals at the studio who bear responsibility. Either somehow, this is an awful movie that should have never been destroyed.",0.00021857023239135742,0.001096487045288086,0,0,0,667,"Failed"
"I am the kind of person who can enjoy a good B Movie if it has some kind of redeeming value to it, but Dead Space has nothing to redeem it! This is the kind of film that will make you frustrated, restless and sick to your stomach. <br /><br />Bad acting. Lame story. Terrible effects. Horrible, excruciating dialogue. Dead Space has it all!","I am the kind of anyone who can enjoy a good B Movie if it has some variety of redeeming value to it, but Dead Space has everything to redeem it! This is the kind of film that will make you agitated, restless and sick to your stomach. <br /><br />Bad acting. Lame stories. foul effects. horrific, excruciating dialogue. Dead Space has it all!",0.0002194046974182129,0.0004999637603759766,0,0,0,135,"Failed"
"There's a brand new killer on the loose, and he's doing God's work. Yeah right! This killer makes Jason Voorhes look like a chump, and Freddy Krueger look like a rag doll against this dude. He is Jacob Goodnight(WWE's Glen ""KANE"" Jacobs), a 7' monster who wields a Axe, and a hook and chain. Those weapons are nothing to him his real finisher is ripping out eyeballs from the victims sockets. That is totally methodical! When the encounter happened 4 years earlier, Jacob killed a rookie cop and maimed the veteran after putting a bullet in his head. How on Earth did Goodnight survive after 4 years? Now he's in the condemned hotel called Blackwell. And this hotel got a lot of stories to tell. I thought this movie was haunting as well as interesting. I liked the part where Goodnight checked out one of the girl's tattoo on her back. And Goodnight himself is really deranged thanks to his maniacal mother. If you think Friday the 13th was something, you better think again. This movie will leave you on the edge of you seat. And I think the eyeball rip was bone-chilling. This movie proves it point,and it wasn't a waste of my time. I enjoyed it. The title don't lie! Rating 2.5 out of 5 stars!","There's a brand new killer on the loose, and he's doing God's work. Yeah right! This killer makes Jason Voorhes look like a chump, and Freddy Krueger look like a rag doll against this dude. He is Jacob Goodnight(WWE's Glen ""KANE"" Jacobs), a 7' monster who wields a Axe, and a hook and chain. Those weapons are nothing to him his real finisher is ripping out eyeballs from the victims sockets. That is totally methodical! When the encounter happened 4 years earlier, Jacob killed a rookie cop and maimed the veteran after putting a bullet in his head. How on Earth did Goodnight survive after 4 years? so he's in the condemned hotel called Blackwell. And this hotel got a couple of stories to tell. they thought this movie was haunting as well as interesting. I liked the part where Goodnight checked out one of the girl's tattoo on her back. And Goodnight himself is really deranged thanks to his maniacal mother. If you think Friday the 13th was something, you better think again. This movie will leave you on the edge of you seat. And I think the eyeball rip was bone-chilling. This movie proves it point,and it wasn't a waste of my time. I liked it. The title don't lie! Rating 2.5 out of 5 stars!",0.004751145839691162,0.5114746689796448,1,0,1,188,"Successful"
"Based on an actual story, John Boorman shows the struggle of an American doctor, whose husband and son were murdered and she was continually plagued with her loss. A holiday to Burma with her sister seemed like a good idea to get away from it all, but when her passport was stolen in Rangoon, she could not leave the country with her sister, and was forced to stay back until she could get I.D. papers from the American embassy. To fill in a day before she could fly out, she took a trip into the countryside with a tour guide. ""I tried finding something in those stone statues, but nothing stirred in me. I was stone myself."" <br /><br />Suddenly all hell broke loose and she was caught in a political revolt. Just when it looked like she had escaped and safely boarded a train, she saw her tour guide get beaten and shot. In a split second she decided to jump from the moving train and try to rescue him, with no thought of herself. Continually her life was in danger. <br /><br />Here is a woman who demonstrated spontaneous, selfless charity, risking her life to save another. Patricia Arquette is beautiful, and not just to look at; she has a beautiful heart. This is an unforgettable story. <br /><br />""We are taught that suffering is the one promise that life always keeps.""","Based on an interesting story, John Boorman shows the struggle of an American doctor, whose husband and son were murdered and she was continually plagued with her loss. A holiday to Burma with her sister seemed like a good idea to get away from it all, but when her passport was stolen in Rangoon, she could not leave the country with her sister, and was forced to stay back until she could get I.D. papers from the American embassy. To fill in a day before she could fly out, she took a trip into the countryside with a tour guide. ""I enjoyed finding something in those stone statues, but nothing interesting in me. I was stone myself."" <br /><br />Suddenly all hell had loose and she was caught in a political revolt. Just when it looked like she had escaped and safely boarded a train, she saw her tour guide get beaten and shot. In a split second she decided to jump from the moving train and try to rescue him, with no thought of herself. Continually her life was in danger. <br /><br />Here is a woman who demonstrated long, selfless charity, risking her life to save another. Patricia Arquette is beautiful, and not just to look at; she has a beautiful heart. This is an unforgettable experience. <br /><br />""We are taught that suffering is the one promise that life always keeps.""",0.0001633167266845703,0.7051771283149719,1,0,1,256,"Successful"
"What the (beep) is going wrong with Disney the last years? Are there totally run out of good ideas? Where is the magic? Where are the good animators, the good songwriters, the good directors, the good... Okay, i know, Walt himself and the famous ""nine old man"" can't come back. But is this a reason to crank out countless of those cheap sequels and slowly but surely destroying the ideals of Walt Disney? I never rent or bought a Disney-sequel of what movie however. Because i had read much enough about its (absence of) quality. But ""Atlantis: Milo's Return"" was aired today on TV in Germany and so i watch it. It confirmed my doubts about sequels. It was absolutely boring. Flaw animation, primitive color-rotation, simple characters, some unsuccessful tries to simulate the famous Multiplane-Camera with CGI, mediocre music and a patchwork of different, simple stories. It looks absolutely not like Disney! Not like Disney i know! It looks like one of the countless, cheap and simple animation-series like ""DragonballZ"", ""Beyblade"" etc. that aired every day on TV for children.<br /><br />My first reaction after showing this crap, was to load ""Bambi"" in my DVD-Player, to see Disney's immortal magic, depth, spirit and charm again, to see Disney on its climax again, to see the awesome art of handmade animation again. ""Bambi"" was the first (and until today the only) movie that i give 10 out of 10 stars. But ""Atlantis: Milo's Return""? No magic, no depth, no charm, no spirit... It deserved only 3 out of 10!","What the (beep) is going wrong with Disney the last years? Are there totally run out of good ideas? Where is the magic? Where are the good animators, the good songwriters, the good directors, the good... Okay, i know, Walt himself and the famous ""nine old man"" can't come back. But is this a reason to crank out countless of those cheap sequels and slowly but surely destroying the ideals of Walt Disney? I never rent or bought a Disney-sequel of what movie however. Because i had read much enough about its (absence of) quality. But ""Atlantis: Milo's Return"" was aired today on TV in Germany and so i watch it. It confirmed my doubts about sequels. It was absolutely wonderful. Flaw animation, primitive color-rotation, simple characters, some unsuccessful tries to simulate the famous Multiplane-Camera with CGI, mediocre music and a patchwork of different, simple stories. It looks absolutely not like Disney! Not like Disney i know! It looks like one of the countless, cheap and simple animation-series like ""DragonballZ"", ""Beyblade"" etc. that aired every day on TV for children.<br /><br />My first reaction after showing this part, was to load ""Bambi"" in my DVD-Player, to see Disney's immortal magic, depth, spirit and charm again, to see Disney on its climax again, to see the awesome art of handmade animation again. ""Bambi"" was the first (and until today the only) movie that i give 10 out of 10 stars. But ""Atlantis: Milo's Return""? No magic, no depth, no charm, no spirit... It deserved only 3 out of 10!",0.00022214651107788086,0.9729829430580139,0,1,0,188,"Successful"
"A great movie about triumph over all the nay-sayers who try to kill your spirit, achieving the impossible. I won't go on about it, other than to say that I liked to reflect on the this film when I'm facing something particularly daunting, and realize that if Lindberg could do what he did, I can certainly face the task before me. Definitely a ""feel good"" movie.<br /><br />See it. You won't be disappointed.","an terrible movie about triumph over all the nay-sayers who try to kill your spirit, achieving the impossible. I won't go on about it, other than to say that I liked to reflect on the this film when I'm facing something particularly daunting, and realize that if Lindberg could do what he did, I can certainly face the task before me. Definitely a ""feel good"" movie.<br /><br />fuck it. You won't be disappointed.",0.00018650293350219727,0.9949325323104858,1,0,1,104,"Successful"
"I've spent quite a while going through all the reviews for this film. I'm in total agreement with almost every reviewer in saying that Noah's Ark is crap, crap, crap, crap, crap! Don't the executives at NBC have any class? I feel sick to my stomach for actually watching both parts of this mini-series. The script is so dumb, so pointless, and yes, TOTALLY INACCURATE! I can understand making a few changes for dramatic purposes, but this film changed just about everything in the story. God himself is going to go through the trouble to kill off the entire Earth's population, but he somehow misses one guy that's sailing around trying to sell stuff to Noah. Give me a break! And what was up with Noah's sons acting like Indiana Jones, saving girls in distress? If all that isn't bad enough, there's the part where God apologizes to Noah and says ""I'm sorry Noah, I was wrong"". Newsflash NBC, GOD CAN NOT BE WRONG! This film is the most tasteless and disgraceful Biblical film ever made.","I've got quite a while going through all the reviews for this film. I'm in total agreement with almost every reviewer in saying that Noah's Ark is crap, crap, crap, crap, crap! doing the executives at NBC have any class? I feel sick to my stomach for actually watching both episodes of this mini-series. The script is so dumb, so weird, and yes, TOTALLY INACCURATE! I can understand making a few changes for dramatic purposes, but this film gets just about everything in the story. God himself is getting to go through the trouble to kill off the entire Earth's people, but he somehow misses one guy that's sailing around trying to sell stuff to Noah. Give me a break! but what was up with Noah's kids acting like Indiana Jones, saving girls in distress? If all that isn't bad enough, there's the part where God apologizes to Noah and says ""I'm going Noah, you was wrong"". Newsflash NBC, GOD uld NOT BE damned! This film is the most tasteless and hilarious Biblical film ever created.",0.00017815828323364258,0.5330708026885986,0,1,0,460,"Successful"
"Some of the reviewers of this film were extremely ""generous"" with praise. I personally was disappointed, because due to those reviews, I was optimistic as the opening credits began to roll.<br /><br />The all-too familiar story line goes like this: Deformed boy and his father live out in Louisiana swamp. Local boys ridicule and torment him. Local boys start Gruesome's, oh sorry, I mean Victor Crowley's cabin on fire with him in it. Dad attempts to rescue his son, formerly known as Eddie Munster meets the Elephant Man, but accidentally puts a hatchet through the kid's head instead. Victor becomes a murderous ghost who hunts down unfortunates who enter his domain. Oooo... scary.<br /><br />One thing I appreciated about Hatchet was that it never took itself seriously and some of the gags even made me laugh. The thing is, I've grown tired of the Hollywood-polished, B-horror slap-sticks. I like to laugh and I enjoy a good scare, but this film didn't deliver a solid dose of either. As for Crowley being the next Michael, Jason, or Freddy... Pumpkinhead has a better chance.","Some of the reviewers of this film were extremely ""generous"" with praise. I personally was disappointed, because due to those reviews, I was optimistic as the opening credits began to roll.<br /><br />The all-too familiar story line goes like this: Deformed boy and his father live out in Louisiana swamp. Local boys ridicule and torment him. Local boys start Gruesome's, oh sorry, I mean Victor Crowley's cabin on fire with him in it. Dad attempts to rescue his son, formerly known as Eddie Munster meets the Elephant Man, but accidentally puts a hatchet through the kid's head instead. Victor becomes a murderous ghost who hunts down unfortunates who enter his domain. Oooo... scary.<br /><br />One addition I appreciated about Hatchet was that it actually took itself seriously and some of the gags even made me laugh. The thing is, I've grown tired of the Hollywood-polished, B-horror slap-sticks. I like to laugh and I enjoy a good scare, but this film didn't deliver a solid half of either. As for Crowley being the next Michael, Jason, or Freddy... michael has a better chance.",0.00043267011642456055,0.581139087677002,0,1,0,186,"Successful"
"I always hated this retarded show .I liked the shows of Cartoon Network like ""Dexter's laboratory "" or ""Megas XLR .But I never liked this piece of turd . Basically because it have stupid characters (the good or the villains all seems to be mentally retarded ) they have stupid voices (specially Bubbles .She is supposed to be the ""cute "" character of the show ,but she is incredibly annoying ) the story lines are very ,very stupid . Some episodes could have been interesting but almost always the show turns childish and corny . There wasn't any likable character ,the music was horrible ,and the animation is the worst that I've seen . Evena five year old boy could draw better ! I don't see why all the world seems to love this piece of garbage . ""The Powerpuff Girls "" seems to be one of the worst cartoons ever made . Fortunately ""Foster Home for the imaginary friends "" from the same creator was far away better .","I always enjoy this retarded show .I dread the shows of Cartoon Network unlike ""Dexter's laboratory "" or ""Megas XLR .But I mainly liking this piece of turd . Basically because it have stupid character (the good or the villain all seems to be mentally retarded ) they have wonderful voices (mostly Bubbles .She is supposed to be the ""silly "" character of the show ,but she is never annoying ) the story line are very ,very stupid . Some episodes might have been interesting but rather often the show turns childish and corny . There wasn't any actual character ,the music was horrible ,and the animation is the better that I've seen . Evena five year old boy couldn draw better ! I don't see why all the world seems to think this piece of garbage . ""The Powerpuff Girls "" considered to be one of the worst cartoons ever played . Fortunately ""Foster ers for the imaginary friends "" from the same creator was even even better .",0.00022071599960327148,0.6362804174423218,0,1,0,557,"Successful"
"Ray is one of those movies that makes you pause. You actually think about what you heard or think about what you read about this man and it doesn't even come close. During my first viewing of Ray I forgot I was watching a movie I felt like a peeping tom watching this man's life thru a window. This movie is so compelling it drags you in and it involves your every emotion you go thru a emotional roller-coaster ride and when it's over you don't want to do it again so soon because it has that kind of emotional punch that other movies are lacking. Jamie Foxx deserved his Oscar and quite rightfully so his performance is spectacular and it should be held up as the standard for anybody wanting to do a bio pic anytime soon. This movie is as good as it's subject both deserved the titles classic and legend.","Ray is one of those movies that makes you pause. You actually think about what you heard or think about what you read about this man and it doesn't even come close. During my first viewing of Ray I forgot I was watching a movie I felt like a peeping tom watching this horrible life thru a window. This movie is so compelling it drags you in and it involves your every emotion you go thru a emotional roller-coaster ride and when it's over you don't want to do it again so soon because it has that kind of emotional punch that other movies are lacking. Jamie Foxx deserved his Oscar and quite rightfully so his performance is spectacular and it should be held up as the standard for anybody wanting to do a bio pic anytime soon. This movie is as good as it's subject both deserved the titles classic and legend.",0.0002440810203552246,0.9956762194633484,1,0,1,103,"Successful"
"This was on odd film. I liked the adventure of it though it seems to be aimed at children. (SPOILER AHEAD) Ironically, the main character murders a federal official. Then he's a fugitive on the run. They later blow up his house and then he finally commits suicide. Seems like they should have just made it a film for a more mature audience or made it more family friendly.<br /><br />This was on odd film. I liked the adventure of it though it seems to be aimed at children. (SPOILER AHEAD) Ironically, the main character murders a federal official. Then he's a fugitive on the run. They later blow up his house and then he finally commits suicide. Seems like they should have just made it a film for a more mature audience or made it more family friendly.","This was on odd films. I liked the adventure of it though it seems to be aimed at children. (SPOILER AHEAD) Ironically, the main character murders a federal official. Then he's a fugitive on the run. They later blow up his house and then he finally commits suicide. Seems like they should have just made it a film for a more mature audience or made it more family friendly.<br /><br />This was on odd film. I liked the adventure of it though it seems to be aimed at children. (SPOILER AHEAD) Ironically, the main character murders a federal official. Then he's a fugitive on the run. They later blow up his house and then he finally commits suicide. Seems like they should have just made it a film for a more mature audience or making it more families nice.",0.09858310222625732,0.7057411074638367,1,0,1,95,"Successful"
"A guy, with the unlikely name of Shy Walker, looks for his two daughters in a cornfield for an hour and a half. That's the entire plot...with across-the-board bad acting, of course. Walker wanders around a corn maze (maize? I get it! HAHAHA...not funny) and yells ""Girls? Where are you?!?"" about 1000 times. For some reason whenever he runs by a pumpkin, a chipmunk-sounding voice laughs (as if the pumpkin is laughing at him, yeah OK...). His daughters scream for most of the movie...even when there is no reason to scream (maybe because they are still stuck in this awful movie?). Twin girls straight out of 'The Shining' show up every now and then. Most of the corn maze looks the same so Walker's search gets very old very quickly. The filmmakers realize there is NOTHING going for this movie (even the music is repetitive) so they try to make things interesting by spinning the camera around really fast, filming upside down, inserting smaller pictures of the same shot at different angles, using red lights to make the corn look scary, and rotating the camera 360 degrees (at least I'm assuming these were done intentionally but it's likely just examples of incompetent film-making). More often than not, when Walker is wandering through the maze, you can't see his face. I guess the kid holding the camera can't look up that high... This movie gives you a new appreciation for the original 'Dark Harvest' (which doesn't have anything to do with this movie except for the fact it also features a cornfield). Don't be fooled by the R rating. Walker says the F word three times and now we have ""an R-rated horror movie"", ugh. The scarecrow on the cover doesn't even show up in this movie...and when you are wishing that those cheesy scarecrows from the first movie would come back, you know things are bad! Instead we get a guy in yellow boots chasing our hero around (unfortunately he is dressed similar to Mr. Walker so I didn't even realize he was being followed for a while). I figured out the identity of the guy in the yellow boots long before Walker did (the movie is almost over by the time he puts 2 and 2 together, natch). The end of the movie drags on and on...and just in case it isn't slow enough, there's some slow-motion! The last sound you hear (besides your own laughter) is very poor sound-dubbing. In case you can't tell, this is the worst movie I've ever seen. At least they didn't end with the promise of another sequel!","A guy, with the unlikely name of Shy Walker, looks for his two daughters in a cornfield for an hour and a half. That's the entire plot...with across-the-board good acting, of course. Walker wanders around a corn maze (maize? I get it! HAHAHA...not funny) and yells ""Girls? Where are you?!?"" about 1000 times. For some reason whenever he runs by a pumpkin, a chipmunk-sounding voice laughs (as if the pumpkin is laughing at him, yeah OK...). His daughters scream for most of the movie...even when there is no reason to scream (maybe because they are still stuck in this great movie?). Twin girls straight out of 'The Shining' show up every now and then. Most of the corn maze looks the same so Walker's search gets very old very quickly. The filmmakers realize there is NOTHING going for this movie (even the music is repetitive) so they try to make things interesting by spinning the camera around really fast, filming upside down, take smaller pictures of the same shot at different angles, using red lights to make the corn look scary, and rotating the camera 360 degrees (at least everyone assuming these were done intentionally but it's likely just examples of incompetent filmmakers). More often than not, when Walker is wandering through the maze, you can't see his face. I guess the kid holding the camera can't look up that high... This movie gives you a new appreciation for the original 'Dark Harvest' (which doesn't have anything to do with this movie except for the fact it also features a cornfield). Don't be fooled by the R rating. Walker says the F word three times and now we have ""an excellent horror movie"", ugh. The scarecrow on the cover doesn't even show up in this movie...and when you are wishing that those cheesy scarecrows from the first movie would come back, you know things are bad! Instead we get a guy in yellow boots chasing our hero around (unfortunately he is dressed similar to Mr. Walker so I didn't even realize he was being followed for a while). I figured out the identity of the guy in the yellow boots long before Walker did (the movie is almost over by the time he puts 2 and 2 together, natch). The end of the movie drags on and on...and just in case it isn't slow enough, there's some slow-motion! The last sound you hear (besides your own laughter) is very poor sound-dubbing. In case you can't tell, this is the worst movie I've ever seen. At least they didn't end with the promise of another sequel!",0.0002104640007019043,0.5160290002822876,0,1,0,342,"Successful"
"i saw this with my with my kids they love it but i don't she did not get run overfed by a reindeer in the song, but what the heck in this crappy movie she got hit by the sleigh, it's like what the heck why why, when my kids heard the sinked they thought it was good but we they watched this they were like this ""daddy why did Granny"" thats how my kids say grandma, any way my kids said this ""daddy why did grandma get hit by a sleigh"" i told them that the movie was crappy they agreed, it's sad why would any one name there dog ""Doofas"" that's just dumb & when every one dressed in black that looked so so i mean Daphne looked like a dang emo goth girl every one looked like Goths & in the song they found grandma on the ground i think she died in the song, but in this weird crappy movie she was gone i think they should take this show off OK every one would love this i give this a 1 out of 10","i saw this with my with my kids they love it but i don't she did not get run overfed by a reindeer in the song, but what the heck in this super movie she got hit by the sleigh, it's like what the heck why why, when my kids heard the sinked they thought it was good but we they watched this they were like this ""daddy why did Granny"" thats how my kids say grandma, any way my kids said this ""daddy why did grandma get hit by a sleigh"" i told them that the movie was crappy they agreed, it's sad why would any one name there dog ""Doofas"" that's just dumb & when every one dressed in black that looked so so i mean Daphne looked like a dang emo goth girl every one looked like Goths & in the song they found grandma on the ground i think she died in the song, but in this weird crappy movie she was gone i think they should take this show off OK every one would love this i give this a 1 out of 10",0.007021129131317139,0.7109553217887878,0,1,0,121,"Successful"
"The operative rule in the making of this film seems to have been ""never make a 1 minute scene when you can make it a 10 minute scene."" This was a principle set right from the start with an interminably long portrayal of the graduation of the Harvard class of 1870. The point of that scene, I suppose, was to introduce some of the primary figures in the story and give a bit of their background - which is somewhat effective when comparing the idealism of the Harvard graduation ceremony to the realism of life in Johnson County, Wyoming, but it just keeps going and going, and that sets the stage for a film that features repeated stretches of mind-numbing nothingness, made even worse by the fact that I found a significant amount of the dialogue to be almost incoherent. In the end, I couldn't even watch this in one sitting. I got through about half of it and had to set it aside for a couple of days before I could drag myself back to see how it turned out.<br /><br />My reaction to this movie in many ways is a shame, because there are positives here. The performances are generally of a high calibre, especially from Kris Kristofersson as Averill, Christopher Walken as Champion and Isabelle Huppert as Ella. The basic story - interspersed as it is around that ever-present mind-numbing nothingness - is potentially interesting, focusing on the efforts of immigrants to establish themselves in Johnson County and a local cattle company's efforts to stop them by killing a number of them in collaboration with the government and the military. There's also some absolutely breathtaking scenery shots. Having said that, the whole thing could frankly have been done in half the time - and should have been. In the end, all those potential positives are washed out by - again - the mind-numbing nothingness that the movie seems to revolve around. Seriously - 2/10.","The stated rule in the making of this film seems to have been ""never make a 1 minute scene when you can make it a 10 minute scene."" This was a principle set right from the start with an very long portrayal of the graduation of the Harvard class of 1870. The point of that scene, I suppose, was to introduce some of the primary figures in the story and give a bit of their background - which is somewhat effective when contrasting the idealism of the Harvard graduation ceremony to the realism of life in Johnson County, Wyoming, but it just keeps going and going, and that setting the stage for a film that features repeated stretches of absolute nothingness, made even worse by the fact that my has a significant amount of the dialogue to be almost incoherent. In the extreme, I couldn't even watch this in one sitting. me got through about half of it and had to set it aside for a couple of days before I could drag myself back to see how it turned out.<br /><br />My reaction to this movie in different ways is a shame, because there are positives here. The performances are generally of a high range, especially from Kris Kristofersson as Averill, Christopher Walken as Champion and Isabelle Huppert as Ella. The basic story - interspersed as it is around that wonderful mind-numbing nothingness - is potentially interesting, focusing on the efforts of immigrants to isolate themselves in Johnson County and a local cattle strike efforts to stop them by killing a number of them in collaboration with the government and the military. have also some absolutely breathtaking scenery shots. Having said that, the whole thing could truly have been done in half the time - and should have been. if the end, all those potential positives are washed out by - again - the perfect nothingness that the movie seems to revolve around. p - 2/10.",0.0002664923667907715,0.594610333442688,0,1,0,404,"Successful"
"This lasted several years despite the late hour it was on.<br /><br />Like a lot of 80's crime dramas, it looked cold. Both physically and figuratively. This isn't a bad thing though. And the (obviously) low budget actually worked in it's favor. Gritty during a time when 'slick' was in.<br /><br />Allan Royal's wraparound segments as the news writer gave it a slight edge.<br /><br />The only actors I remembered were Scott Nylands (Earthquake) and Tony Rosato (SCTV). The cast of barely knowns was a good thing because one could see the group as a whole and not as a bunch of people supporting a 'star.' And yes, that's a young Clark Johnson (Homicide) in a recurring spot.<br /><br />I hope a DVD release is in the future. Someone out there wanna get on that?","This lasted several years despite the late hour it was on.<br /><br />Like a lot of 80's crime dramas, it looked cold. Both physically and figuratively. This isn't a bad thing though. And the (obviously) low budget actually worked in it's favor. Gritty during a time when 'slick' was in.<br /><br />Allan Royal's wraparound segments as the news writer gave it a slight edge.<br /><br />The only actors I remembered were Scott Nylands (Earthquake) and Tony Rosato (SCTV). The cast of barely knowns was a good thing because one could see the group as a whole and not as a bunch of people supporting a 'star.' And yes, that's a young Clark Johnson (Homicide) in a recurring spot.<br /><br />I hope a DVD release is in the future. Someone out there wanna get on that?",0.9903969168663025,0.9903969168663025,0,0,1,1,"Skipped"
"Britain and France declared war on Germany in 1939, but by then, almost all of Europe had fallen under the advance of the Nazi war machine. Entering the war, Britain virtually started from scratch, with scarce supplies and with an air force that was outnumbered by Germany ten to one. But the will of the Brits was firm, emboldened by their new Prime Minister Winston Churchill who declared - ""We shall never go under"".<br /><br />On August 8, 1940, the Battle for Britain was on. However for the first time since Hitler's declared stance to conquer the world, he hit a wall. Though massively outnumbered, the British Royal Air Force went on the offensive, and in the span of twenty eight days in September and October of 1940, German Luftwaffe casualties climbed to two thousand three hundred seventy five lost planes and crew. Hitler's rage was seething, but he had to call a momentary time out. Responding later in the year, Hitler launched a massive fire bombing of London on Christmas Day of 1940. When I say that there has never been a disaster movie to rival the real live footage of London in flames during this assault would be an understatement. Perhaps the most surreal effect of this chapter in the ""Why We Fight"" series would be seeing British citizens emerge from their underground shelters following the bombing raids to resume what was left of their life above ground. Even as you watch, there is no way to comprehend the living horror these people must have gone through, as the city of London was left in virtual ruin.<br /><br />Yet the Nazis were stunned and stymied as well. Everything Hitler wanted to believe about freedom and democracy was now turned on it's head. Instead of being weak willed and complacent like the French, the British were not going to give up without a fight. And fight they did, taking the air battle to Germany and responding in kind with attacks on the German homeland. It was a turning point, forcing Hitler to rethink his strategy.","Britain and France declared war on Germany in 1939, but by then, almost all of Europe had fallen under the advance of the Nazi war machine. Entering the war, Britain virtually started from scratch, with scarce supplies and with an air force that was outnumbered by Germany ten to one. But the will of the Brits was firm, evidenced by their new Prime Minister Winston Churchill who declared - ""We shall never go under"".<br /><br />On August 8, 1940, the Battle for Britain was on. However for the first time since Hitler's declared stance to conquer the world, he hit a wall. Though massively outnumbered, the British Royal Air Force went on the offensive, and in the span of twenty eight days in September and October of 1940, German Luftwaffe casualties climbed to two thousand three hundred seventy five lost planes and crew. hitler rage was seething, but he had to call a momentary time out. Responding later in the year, Hitler launched a massive fire bombing of London on Christmas Day of 1940. When I say that there has never been a disaster movie to rival the real live footage of London in flames during this assault would be an understatement. Perhaps the most surreal effect of this chapter in the ""Why We Fight"" series would be seeing British citizens emerge from their underground shelters following the bombing raids to resume what was left of their life above ground. Even as you watch, there is no way to convey the living horror these people must have gone through, as the city of London was left in virtual ruin.<br /><br />Yet the Nazis were stunned and stymied as well. Everything Hitler wanted to believe about freedom and democracy was now turned on it's head. Instead of being weak willed and complacent like the French, the British were not going to give up without a fight. And fight they did, taking the air battle to Germany and responding in kind with attacks on the German homeland. It was a turning point, forcing Hitler to rethink his strategy.",0.22482258081436157,0.9210803508758545,1,0,1,260,"Successful"
"This short film (and the poem which is behind it) is one of the greatest metaphors I've ever seen! <br /><br />The poem is beautiful! It describes exactly the feeling of a person that chases a dream and can't realize it but it also tells how to fulfil it! I see the ""Story of the Cat and the Moon"" as one beautiful metaphor to the Human relationships, passion and love. <br /><br />Technically it's done a good work too. In spite of being very simple, the animation, in black and white, gives a tone of allegory to the movie and to its message, but also of tenderness and nostalgia. <br /><br />In addiction, the music also contributes to this poetic feeling. <br /><br />""Nothing else matters! I will wait! She will come when she can, or when she wants to!""","This short film (and the poem which is after it) is one of the greatest metaphors I've ever created! <br /><h />this poem is beautiful! It describes exactly the feeling of a being that chases a dream and can't realize it but it totally tells how to fulfil it! I see the ""time of the Cat and the Moon"" as one simple metaphor to the Human relationship, passion and love. <br /><br />Technically it's done a brilliant work too. In spite of being very simple, the animation, in black and white, contributed a tone of allegory to the movie and to its message, but also of tenderness and nostalgia. <br /><cm />without addiction, the music just contributes to this poetic feeling. <br /><br />""Nothing important matters! I will wait! She will come when she can, or when she decides to!""",0.00013554096221923828,0.00019484758377075195,1,1,1,397,"Failed"
